















Bisharp, Meowstic, Conkeldurr, Primarina, Dragapult, Dusclops
Primarina, Hatterene, Indeedee-F, Dusclops, Gigalith, Ferrothorn
Corviknight, Tyranitar, Arcanine, Primarina, Grimmsnarl, Indeedee-F
Glaceon, Dracovish, Whimsicott, Haxorus, Togekiss, Duraludon
Hydreigon, Excadrill, Incineroar, Rotom-Wash, Togekiss, Gothitelle
Ludicolo, Raichu, Barraskewda, Ferrothorn, Meowstic, Lapras
Hatterene, Liepard, Mudsdale, Escavalier, Venusaur, Charizard
Tyranitar, Arcanine, Milotic, Sylveon, Whimsicott, Excadrill
Hitmontop, Arcanine, Togekiss, Raichu, Mamoswine, Gyarados
Charizard, Torkoal, Venusaur, Conkeldurr, Mimikyu, Rotom-Wash
Grimmsnarl, Dracozolt, Whimsicott, Quagsire, Durant, Blastoise
Stonjourner, Durant, Gyarados, Togekiss, Mimikyu, Grimmsnarl
Charizard, Duraludon, Sableye, Venusaur, Ninetales, Rotom-Wash
Arcanine, Ninetales, Venusaur, Togekiss, Whimsicott, Snorlax
Liepard, Hawlucha, Sylveon, Sirfetch'd, Corviknight, Espeon
Clefairy, Milotic, Charizard, Durant, Orbeetle, Excadrill
Charizard, Excadrill, Rotom-Wash, Darmanitan-Galar, Whimsicott, Clefairy
Duraludon, Dusclops, Gastrodon, Incineroar, Conkeldurr, Togekiss
Pikachu, Gyarados, Charizard, Aegislash
Dragapult, Clefairy, Machamp, Excadrill, Charizard, Rotom-Wash
Excadrill, Braviary, Mimikyu, Rotom-Mow, Gastrodon-East, Arcanine
Hatterene, Torkoal, Rhyperior, Indeedee-F, Dusclops, Hitmontop
Reuniclus, Incineroar, Mimikyu, Tyranitar, Corviknight, Excadrill
Dragapult, Ludicolo, Pelipper, Incineroar, Mimikyu, Togekiss
Hatterene, Liepard, Mudsdale, Escavalier, Venusaur, Charizard
Vanilluxe, Eldegoss, Dragapult, Arcanine, Duraludon, Gastrodon
Venusaur, Torkoal, Charizard, Conkeldurr, Togekiss, Incineroar
Shiinotic, Meowstic, Primarina, Cinderace, Togekiss, Gastrodon
Gyarados, Togekiss, Butterfree, Sableye, Excadrill, Duraludon
Dragapult, Torkoal, Venusaur, Dusclops, Tyranitar, Corviknight
Dragapult, Mimikyu, Snorlax, Togekiss, Rotom-Wash, Aegislash
Primarina, Liepard, Milotic, Tyranitar, Duraludon, Bisharp
Charizard, Diggersby, Milotic, Torkoal, Venusaur, Dusclops
Dragapult, Tyranitar, Arcanine, Clefairy, Milotic, Ferrothorn
Duraludon, Whimsicott, Dracovish, Sylveon, Rotom-Heat, Conkeldurr
Excadrill, Togekiss, Tyranitar, Rotom-Wash, Arcanine, Tsareena
Charizard, Pyukumuku, Incineroar, Hitmonchan, Drapion, Silvally-*
Heliolisk, Venusaur, Dragapult, Conkeldurr, Torkoal, Dusclops
Snorlax, Clefable, Sableye, Mimikyu, Milotic, Dracozolt
Whimsicott, Torracat, Excadrill, Tyranitar, Rotom-Wash, Dracovish
Dragapult, Incineroar, Rotom-Wash, Togekiss, Whimsicott, Conkeldurr
Darmanitan-Galar, Indeedee-F, Whimsicott, Dragapult, Primarina
Raichu, Excadrill, Flapple, Primarina, Coalossal, Clefable
Excadrill, Togekiss, Tyranitar, Rotom-Wash, Arcanine, Tsareena
Charizard, Pyukumuku, Incineroar, Hitmonchan, Drapion, Silvally-*
Dragapult, Mimikyu, Snorlax, Togekiss, Rotom-Wash, Aegislash
Dragapult, Torkoal, Venusaur, Dusclops, Tyranitar, Corviknight
Dusclops, Togekiss, Ferrothorn, Chandelure, Diggersby, Primarina
Dusclops, Milotic, Sirfetch'd, Torkoal, Heliolisk, Togekiss
Snorlax, Clefable, Sableye, Mimikyu, Milotic, Dracozolt
Charizard, Conkeldurr, Mimikyu, Torkoal, Venusaur, Stonjourner
Raichu, Excadrill, Flapple, Primarina, Coalossal, Clefable
Duraludon, Whimsicott, Dracovish, Sylveon, Rotom-Heat, Conkeldurr
Bisharp, Meowstic, Conkeldurr, Primarina, Dragapult, Dusclops
Togekiss, Dragapult, Gastrodon, Mimikyu, Excadrill, Passimian
Clefable, Milotic, Dracozolt, Excadrill, Tyranitar, Snorlax
Torkoal, Weezing-Galar, Venusaur, Persian-Alola, Charizard, Conkeldurr
Excadrill, Tyranitar, Dragapult, Togekiss, Grimmsnarl, Gastrodon
Umbreon, Togekiss, Rotom-Wash, Tyranitar, Dusclops, Ferrothorn
Raichu, Gyarados, Hitmontop, Jellicent, Togekiss, Arcanine
Ferrothorn, Togekiss, Dusclops, Primarina, Arcanine, Tyranitar
Gyarados, Grimmsnarl, Milotic, Chandelure, Hippowdon, Excadrill
Swoobat, Excadrill, Tyranitar, Chandelure, Milotic, Whimsicott
Raichu, Jellicent, Conkeldurr, Durant, Gyarados, Togekiss
Kingler, Dubwool, Clefairy, Polteageist, Tyranitar, Pikachu
Rotom-Wash, Togekiss, Incineroar, Excadrill, Dragapult, Venusaur
Dusclops, Milotic, Sirfetch'd, Torkoal, Heliolisk, Togekiss
Liepard, Hatterene, Torkoal, Dhelmise, Primarina, Conkeldurr
Hatterene, Torkoal, Rhyperior, Indeedee-F, Dusclops, Liepard
Butterfree, Bronzong, Rhyperior, Indeedee-F, Torkoal, Gastrodon-East
Clefairy, Dracozolt, Milotic, Whimsicott, Incineroar, Excadrill
Venusaur, Excadrill, Dracozolt, Torkoal, Tyranitar, Rotom-Wash
Hitmontop, Hatterene, Ninetales-Alola, Arcanine, Dracovish, Copperajah
Grimmsnarl, Sylveon, Toxicroak, Liepard, Reuniclus, Snorlax
Rotom-Wash, Dusclops, Dragapult, Arcanine, Togekiss, Conkeldurr
Dragapult, Mimikyu, Snorlax, Togekiss, Rotom-Wash, Aegislash
Dragapult, Torkoal, Venusaur, Dusclops, Tyranitar, Corviknight
Incineroar, Primarina, Sableye, Raichu, Excadrill, Togekiss
Ninetales-Alola, Indeedee, Primarina, Hawlucha, Duraludon, Arcanine
Umbreon, Charizard, Whimsicott, Hydreigon, Venusaur, Torkoal
Durant, Braviary, Centiskorch, Primarina, Indeedee, Flygon
Rotom-Wash, Torkoal, Excadrill, Mimikyu, Venusaur, Conkeldurr
Primarina, Dracozolt, Whimsicott, Excadrill, Incineroar, Clefairy
Gyarados, Milotic, Whimsicott, Duraludon, Mudsdale, Incineroar
Rhyperior, Indeedee-F, Chandelure, Gastrodon, Tyranitar, Bellossom
Bisharp, Meowstic, Conkeldurr, Primarina, Dragapult, Dusclops
Barraskewda, Weezing-Galar, Rhydon, Corviknight, Rotom-Heat, Shiinotic
Excadrill, Cinderace, Crawdaunt, Sylveon, Toxtricity, Toxapex
Lucario, Whimsicott, Dracovish, Clefable, Braviary, Cinderace
Grimmsnarl, Sylveon, Toxicroak, Liepard, Reuniclus, Snorlax
Togekiss, Excadrill, Tyranitar, Milotic, Mimikyu, Dragapult
Indeedee, Drifblim, Incineroar, Duraludon, Milotic, Venusaur
Charizard, Dusclops, Indeedee-F, Torkoal, Gigalith, Venusaur
Lanturn, Gastrodon-East, Goodra, Primarina, Sawk, Centiskorch
Appletun, Lapras, Raichu, Durant, Conkeldurr, Togekiss
Dragapult, Coalossal, Conkeldurr, Gastrodon, Togekiss, Dusclops
Jolteon, Togekiss, Ninetales, Venusaur, Hippowdon, Lapras
Weezing-Galar, Durant, Mimikyu, Clefairy, Swoobat, Mamoswine
Gothitelle, Lapras, Gengar, Incineroar, Persian-Alola, Clefairy
Grimmsnarl, Sylveon, Toxicroak, Liepard, Reuniclus, Snorlax
Venusaur, Ninetales, Dugtrio, Silvally-*, Flapple, Qwilfish
Dracovish, Corviknight, Grimmsnarl, Dragapult, Rotom-Heat, Excadrill
Durant, Conkeldurr, Hatterene, Whimsicott, Jellicent, Togekiss
Dusclops, Rhyperior, Torkoal, Venusaur, Hatterene, Indeedee-F
Pikachu, Togekiss, Dragapult, Mimikyu, Excadrill, Tyranitar
Lucario, Whimsicott, Dracovish, Clefable, Braviary, Cinderace
Grimmsnarl, Dragapult, Centiskorch, Primarina, Rotom-Fan, Indeedee
Jolteon, Togekiss, Ninetales, Venusaur, Hippowdon, Lapras
Charizard, Ninetales, Mimikyu, Venusaur, Darmanitan-Galar, Sirfetch'd
Mamoswine, Rotom-Wash, Chandelure, Gothitelle, Alcremie, Escavalier
Dusclops, Rhyperior, Hatterene, Pelipper, Sableye, Ludicolo
Gyarados, Milotic, Venusaur, Whimsicott, Incineroar, Duraludon
Whimsicott, Tyranitar, Incineroar, Hatterene, Primarina, Togekiss
Appletun, Lapras, Raichu, Durant, Conkeldurr, Togekiss
Kingler, Grimmsnarl, Unfezant, Lanturn, Escavalier, Reuniclus
Whimsicott, Togekiss, Lapras, Conkeldurr, Grimmsnarl, Dusclops
Durant, Conkeldurr, Hatterene, Whimsicott, Jellicent, Togekiss
Excadrill, Tyranitar, Dragapult, Togekiss, Rotom-Wash, Grimmsnarl
Primarina, Ferrothorn, Dusclops, Grimmsnarl, Dracozolt, Mudsdale
Barraskewda, Weezing-Galar, Rhydon, Corviknight, Rotom-Heat, Shiinotic
Torkoal, Charizard, Venusaur, Conkeldurr, Raichu, Clefairy
Braviary, Primarina, Incineroar, Duraludon, Whimsicott, Conkeldurr
Snorlax, Clefable, Sableye, Mimikyu, Milotic, Dracozolt
Hatterene, Dusclops, Rhyperior, Torkoal, Venusaur, Indeedee-F
Charizard, Clefairy, Hitmontop, Excadrill, Whimsicott, Togekiss
Grimmsnarl, Sylveon, Toxicroak, Liepard, Reuniclus, Snorlax
Lucario, Indeedee-F, Togekiss, Barraskewda, Grimmsnarl
Stonjourner, Lapras, Mimikyu, Incineroar, Roserade, Inteleon
Arcanine, Dragapult, Rotom-Wash, Tyranitar, Togekiss, Mimikyu
Sylveon, Lapras, Torkoal, Dusclops, Rhyperior, Indeedee-F
Jolteon, Togekiss, Ninetales, Venusaur, Hippowdon, Lapras
Gyarados, Milotic, Venusaur, Whimsicott, Incineroar, Duraludon
Gengar, Togekiss, Whimsicott, Dracovish, Bisharp, Butterfree
Dragapult, Togekiss, Tyranitar, Raichu, Indeedee, Primarina
Tyranitar, Togekiss, Dragapult, Whimsicott, Excadrill, Rotom-Heat
Grimmsnarl, Mudsdale, Cinderace, Togekiss, Milotic, Roserade
Grimmsnarl, Sylveon, Toxicroak, Liepard, Reuniclus, Snorlax
Dusclops, Rhyperior, Hatterene, Pelipper, Sableye, Ludicolo
Mamoswine, Rotom-Wash, Chandelure, Gothitelle, Alcremie, Escavalier
Dracovish, Braviary, Lapras, Incineroar, Whimsicott, Duraludon
Malamar, Dusclops, Excadrill, Tyranitar, Incineroar, Togekiss
Abomasnow, Arctovish, Ninetales-Alola, Excadrill, Duraludon, Cinccino
Arcanine, Togekiss, Excadrill, Butterfree, Dragapult, Liepard
Primarina, Incineroar, Snorlax, Gothitelle, Rhyperior, Conkeldurr
Venusaur, Primarina, Dusclops, Arcanine, Dragapult, Tyranitar
Snorlax, Clefable, Sableye, Mimikyu, Milotic, Dracozolt
Raichu, Lapras, Incineroar, Passimian, Alcremie, Whimsicott
Togekiss, Durant, Gothitelle, Dragapult, Lapras, Incineroar
Dracovish, Togekiss, Venusaur, Charizard, Primarina, Excadrill
Rhyperior, Charizard, Venusaur, Dusclops, Torkoal, Indeedee-F
Ferrothorn, Rhyperior, Snorlax, Dusclops, Togekiss, Inteleon
Dragapult, Milotic, Dusclops, Arcanine, Mimikyu, Ferrothorn
Braviary, Raichu, Tsareena, Arcanine, Togekiss, Gastrodon
Whimsicott, Lapras, Arcanine, Togekiss, Conkeldurr, Perrserker
Butterfree, Dusclops, Rhyperior, Torkoal, Gastrodon, Charizard
Dusclops, Rhyperior, Hatterene, Pelipper, Sableye, Ludicolo
Mamoswine, Rotom-Wash, Chandelure, Gothitelle, Alcremie, Escavalier
Abomasnow, Arctovish, Qwilfish, Excadrill, Duraludon, Cinccino
Mantine, Hatterene, Dragapult, Indeedee-F, Lapras, Aegislash
Snorlax, Clefable, Sableye, Mimikyu, Milotic, Dracozolt
Darmanitan-Galar, Indeedee-F, Dusclops, Coalossal, Dragapult, Hatterene
Togekiss, Conkeldurr, Chandelure, Dracozolt, Milotic, Bisharp
Linoone, Snorlax, Oranguru, Braviary, Cinccino, Indeedee-F
Ferrothorn, Rhyperior, Snorlax, Dusclops, Togekiss, Inteleon
Snorlax, Dusclops, Dragapult, Gastrodon, Incineroar, Corviknight
Lanturn, Dusclops, Indeedee-F, Conkeldurr, Scrafty, Dhelmise
Whimsicott, Dragapult, Tyranitar, Sylveon, Arcanine, Rotom-Wash
Gyarados, Milotic, Whimsicott, Duraludon, Mudsdale, Incineroar
Dracozolt, Hitmontop, Chandelure, Whimsicott, Bisharp, Milotic
Togekiss, Dragapult, Rotom-Wash, Excadrill, Incineroar, Tyranitar
Snorlax, Clefable, Sableye, Mimikyu, Milotic, Dracozolt
Pelipper, Toxicroak, Goodra, Seismitoad, Dracovish, Heliolisk
Abomasnow, Arctovish, Qwilfish, Excadrill, Duraludon, Cinccino
Excadrill, Lapras, Conkeldurr, Arcanine, Dusclops, Tyranitar
Venusaur, Torkoal, Rhyperior, Mimikyu, Togekiss, Dusclops
Tyranitar, Dusclops, Dragapult, Mimikyu, Primarina, Arcanine
Braviary, Raichu, Tsareena, Arcanine, Togekiss, Gastrodon
Primarina, Venusaur, Lapras, Gothitelle, Torkoal, Dusclops
Excadrill, Arcanine, Primarina, Sableye, Conkeldurr, Togekiss
Arcanine, Togekiss, Excadrill, Butterfree, Dragapult, Liepard
Gyarados, Milotic, Pikachu, Whimsicott, Incineroar, Duraludon
Lapras, Dusclops, Tyranitar, Sableye, Conkeldurr, Duraludon
Grimmsnarl, Hitmontop, Togekiss, Dusclops, Rhyperior, Duraludon
Indeedee-F, Hatterene, Torkoal, Venusaur, Dusclops, Rhyperior
Torkoal, Leafeon, Togedemaru, Togekiss, Blastoise, Persian-Alola
Snorlax, Dusclops, Arcanine, Togekiss, Whimsicott, Duraludon
Dracozolt, Corviknight, Primarina, Incineroar, Excadrill, Clefairy
Whimsicott, Dragapult, Tyranitar, Sylveon, Arcanine, Rotom-Wash
Venusaur, Primarina, Dusclops, Arcanine, Dragapult, Tyranitar
Snorlax, Clefable, Sableye, Mimikyu, Milotic, Dracozolt
Incineroar, Trevenant, Snorlax, Togekiss, Vikavolt, Mudsdale
Durant, Milotic, Chandelure, Conkeldurr, Whimsicott, Togekiss
Toxtricity, Cinderace, Tyranitar, Dusclops, Dubwool, Durant
Polteageist, Conkeldurr, Dracovish, Duraludon, Togekiss, Meowstic
Haxorus, Whimsicott, Milotic, Excadrill, Venusaur, Torkoal
Braviary, Raichu, Tsareena, Arcanine, Togekiss, Gastrodon
Grimmsnarl, Duraludon, Togekiss, Tyranitar, Gastrodon, Arcanine
Whimsicott, Dragapult, Tyranitar, Sylveon, Arcanine, Rotom-Wash
Avalugg, Grimmsnarl, Mudsdale, Dusclops, Dragapult, Togekiss
Indeedee-F, Hatterene, Torkoal, Venusaur, Dusclops, Rhyperior
Arcanine, Indeedee-F, Primarina, Weezing-Galar, Toxapex, Duraludon
Lanturn, Gastrodon-East, Goodra, Primarina, Sawk, Centiskorch
Hatterene, Torracat, Blastoise, Toxtricity, Charizard, Indeedee
Butterfree, Incineroar, Slurpuff, Passimian, Dracozolt, Indeedee
Dhelmise, Dusclops, Sableye, Conkeldurr, Sylveon, Gigalith
Polteageist, Conkeldurr, Dracovish, Duraludon, Togekiss, Meowstic
Milotic, Rotom-Mow, Passimian, Whimsicott, Sylveon, Tyranitar
Linoone, Snorlax, Oranguru, Braviary, Cinccino, Indeedee-F
Kingler, Indeedee-F, Dusclops, Incineroar, Gastrodon, Dragapult
Avalugg, Grimmsnarl, Mudsdale, Dusclops, Dragapult, Togekiss
Excadrill, Arcanine, Primarina, Sableye, Conkeldurr, Togekiss
Hatterene, Torracat, Blastoise, Toxtricity, Charizard, Indeedee
Lanturn, Gastrodon-East, Goodra, Primarina, Sawk, Centiskorch
Lanturn, Gastrodon-East, Goodra, Primarina, Sawk, Centiskorch
Hatterene, Torracat, Blastoise, Toxtricity, Charizard, Indeedee
Coalossal, Dragapult, Venusaur, Meowstic, Sylveon, Torkoal
Tyranitar, Incineroar, Excadrill, Togekiss, Conkeldurr, Jellicent
Ferrothorn, Rhyperior, Snorlax, Dusclops, Togekiss, Inteleon
Snorlax, Dusclops, Dragapult, Gastrodon, Incineroar, Corviknight
Polteageist, Meowstic, Conkeldurr, Dracovish, Duraludon, Togekiss
Dragapult, Rotom-Wash, Togekiss, Tyranitar, Mimikyu, Arcanine
Dusclops, Indeedee-F, Torkoal, Gyarados, Leafeon, Passimian
Butterfree, Incineroar, Slurpuff, Passimian, Dracozolt, Indeedee
Dusclops, Togekiss, Lapras, Dhelmise, Incineroar, Conkeldurr
Rotom-Wash, Sylveon, Mimikyu, Corviknight, Hydreigon, Torkoal
Sigilyph, Togekiss, Lucario, Ninetales, Gothitelle, Corviknight
Dracozolt, Whimsicott, Milotic, Dusclops, Incineroar, Darmanitan-Galar
Ferrothorn, Milotic, Arcanine, Dugtrio, Liepard, Togekiss
Dusclops, Milotic, Sirfetch'd, Torkoal, Heliolisk, Togekiss
Wobbuffet, Whimsicott, Lucario, Chandelure, Conkeldurr, Dragapult
Togekiss, Dracovish, Primarina, Venusaur, Ninetales, Charizard
Primarina, Weezing-Galar, Mimikyu, Ninetales-Alola, Rapidash-Galar, Grimmsnarl
Dragapult, Dhelmise, Corsola-Galar, Gengar, Mimikyu, Jellicent
Coalossal, Dragapult, Venusaur, Meowstic, Sylveon, Torkoal
Whimsicott, Rhyperior, Gengar, Clefable, Conkeldurr, Incineroar
Venusaur, Ninetales, Dugtrio-Alola, Silvally-*, Falinks, Swoobat
Snorlax, Clefable, Sableye, Mimikyu, Milotic, Dracozolt
Grimmsnarl, Duraludon, Togekiss, Tyranitar, Gastrodon, Arcanine
Braviary, Raichu, Tsareena, Arcanine, Togekiss, Gastrodon
Ferrothorn, Rhyperior, Snorlax, Dusclops, Togekiss, Inteleon
Lapras, Dusclops, Incineroar, Conkeldurr, Mimikyu, Dracozolt
Whimsicott, Rhyperior, Gengar, Clefable, Conkeldurr, Incineroar
Lapras, Hitmontop, Incineroar, Whimsicott, Arcanine, Grimmsnarl
Charizard, Whimsicott, Durant, Hitmontop, Tsareena, Goodra
Dracovish, Snorlax, Dracozolt, Runerigus, Rillaboom, Ribombee
Arcanine, Excadrill, Whimsicott, Lucario, Dracovish, Tyranitar
Snorlax, Clefable, Sableye, Mimikyu, Milotic, Dracozolt
Galvantula, Whimsicott, Dragapult, Conkeldurr, Togekiss, Duraludon
Barraskewda, Weezing-Galar, Rhydon, Corviknight, Rotom-Heat, Shiinotic
Mudsdale, Dusclops, Lapras, Sableye, Snorlax, Ferrothorn
Dracovish, Duraludon, Whimsicott, Roserade, Snorlax, Cinderace
Snorlax, Dusclops, Togekiss, Torkoal, Conkeldurr, Dragapult
Dusclops, Dracovish, Butterfree, Gigalith, Pincurchin, Dracozolt
Rhyperior, Whimsicott, Charizard, Dracozolt, Togekiss, Passimian
Dusclops, Milotic, Sirfetch'd, Torkoal, Heliolisk, Togekiss
Charizard, Whimsicott, Durant, Hitmontop, Tsareena, Goodra
Dracovish, Snorlax, Dracozolt, Runerigus, Rillaboom, Ribombee
Conkeldurr, Lapras, Dusclops, Dracozolt, Dragapult, Arcanine
Hawlucha, Sylveon, Gyarados, Raichu, Duraludon, Whimsicott
Haxorus, Whimsicott, Braviary, Rotom-Mow, Incineroar, Tyranitar
Butterfree, Incineroar, Slurpuff, Passimian, Dracozolt, Indeedee
Chandelure, Persian-Alola, Excadrill, Gyarados, Butterfree, Linoone
Ninetales-Alola, Togedemaru, Tsareena, Dusclops, Darmanitan-Galar, Rhyperior
Charizard, Whimsicott, Durant, Hitmontop, Tsareena, Goodra
Dracovish, Snorlax, Dracozolt, Runerigus, Rillaboom, Ribombee
Chandelure, Persian-Alola, Excadrill, Gyarados, Butterfree, Linoone
Ninetales-Alola, Togedemaru, Tsareena, Dusclops, Darmanitan-Galar, Rhyperior
Hawlucha, Sylveon, Gyarados, Raichu, Duraludon, Whimsicott
Weavile, Duraludon, Inteleon, Mimikyu, Conkeldurr, Togekiss
Duraludon, Whimsicott, Indeedee-F, Ninetales-Alola, Arcanine, Lapras
Galvantula, Incineroar, Lapras, Conkeldurr, Sylveon, Indeedee-F
Sylveon, Dragapult, Excadrill, Togekiss, Tyranitar, Rotom-Wash
Dusclops, Milotic, Sirfetch'd, Torkoal, Heliolisk, Togekiss
Mantine, Dracovish, Barraskewda, Heliolisk, Drampa
Tyranitar, Excadrill, Corviknight, Gardevoir, Heliolisk, Whimsicott
Gengar, Gothitelle, Incineroar, Lapras, Durant, Indeedee-F
Gigalith, Whimsicott, Primarina, Incineroar, Duraludon, Raichu
Gardevoir, Gyarados, Conkeldurr, Aegislash, Togekiss, Hydreigon
Bisharp, Togekiss, Dracozolt, Arcanine, Rotom-Wash, Sableye
Chandelure, Persian-Alola, Excadrill, Gyarados, Butterfree, Linoone
Ninetales-Alola, Togedemaru, Tsareena, Dusclops, Darmanitan-Galar, Rhyperior
Durant, Conkeldurr, Hatterene, Whimsicott, Jellicent, Togekiss
Ferrothorn, Dusclops, Dragapult, Milotic, Arcanine, Mimikyu
Ninetales, Charizard, Lapras, Venusaur, Raichu, Grimmsnarl
Dusclops, Milotic, Sirfetch'd, Torkoal, Heliolisk, Togekiss
Whimsicott, Dracozolt, Primarina, Excadrill, Arcanine, Corviknight
Dragapult, Sableye, Sylveon, Incineroar, Dracovish, Rillaboom
Malamar, Dracovish, Excadrill, Whimsicott, Sylveon, Rotom-Heat
Ninetales, Lapras, Gothitelle, Mareanie, Lucario, Tsareena
Whimsicott, Chandelure, Rotom-Wash, Togekiss, Duraludon, Hitmontop
Butterfree, Incineroar, Slurpuff, Passimian, Dracozolt, Indeedee
Durant, Conkeldurr, Hatterene, Whimsicott, Jellicent, Togekiss
Mimikyu, Indeedee-F, Incineroar, Corviknight, Mudsdale, Primarina
Gastrodon-East, Rotom-Wash, Toxtricity, Hatterene, Indeedee-F, Sandaconda
Mimikyu, Clefable, Gengar, Cloyster, Torkoal, Venusaur
Togekiss, Arcanine, Dragapult, Rotom-Wash, Gothitelle, Stonjourner
Dragapult, Blastoise, Grimmsnarl, Conkeldurr, Excadrill, Togekiss
Gengar, Gothitelle, Incineroar, Lapras, Durant, Indeedee-F
Toxtricity, Whimsicott, Arcanine, Corviknight, Goodra, Gastrodon-East
Butterfree, Incineroar, Slurpuff, Passimian, Dracozolt, Indeedee
Duraludon, Togekiss, Mimikyu, Whimsicott, Rotom-Heat, Seismitoad
Milotic, Excadrill, Clefairy, Rillaboom, Arcanine, Togekiss
Whimsicott, Gothitelle, Dracozolt, Incineroar, Conkeldurr, Milotic
Charizard, Venusaur, Torkoal, Dusclops, Tyranitar, Togekiss
Ferrothorn, Arcanine, Hawlucha, Inteleon, Gastrodon, Grimmsnarl
Togekiss, Pelipper, Blastoise, Ludicolo, Rhyperior, Dusclops
Durant, Conkeldurr, Hatterene, Whimsicott, Jellicent, Togekiss
Snorlax, Dusclops, Mudsdale, Hatterene, Ribombee, Dragapult
Dusclops, Torkoal, Togekiss, Incineroar, Lapras, Machamp
Mimikyu, Tyranitar, Dusclops, Primarina, Arcanine, Ferrothorn
Primarina, Whimsicott, Clefairy, Arcanine, Diggersby, Duraludon
Dracovish, Togekiss, Venusaur, Charizard, Primarina, Excadrill
Dracovish, Dragapult, Ludicolo, Sylveon, Sableye, Ninetales-Alola
Charizard, Diggersby, Venusaur, Torkoal, Dusclops
Arcanine, Tyranitar, Togekiss, Excadrill, Dragapult, Whimsicott
Gyarados, Raichu, Excadrill, Togekiss, Hitmontop, Obstagoon
Mimikyu, Indeedee-F, Incineroar, Corviknight, Mudsdale, Primarina
Ribombee, Snorlax, Whimsicott, Haxorus, Chandelure, Hatterene
Togedemaru, Durant, Tyranitar, Arcanine, Dragapult, Grimmsnarl
Braviary, Raichu, Tsareena, Arcanine, Togekiss, Rotom-Wash
Ninetales-Alola, Frosmoth, Lapras, Conkeldurr, Mimikyu, Dragapult
Whimsicott, Durant, Chandelure, Hydreigon, Milotic, Toxtricity
Mimikyu, Ferrothorn, Primarina, Dragapult, Dusclops, Togekiss
Milotic, Mimikyu, Conkeldurr, Ferrothorn, Dusclops, Tyranitar
Ludicolo, Pelipper, Dragapult, Corviknight, Incineroar, Gastrodon
Snorlax, Dusclops, Arcanine, Togekiss, Whimsicott, Duraludon
Bisharp, Meowstic, Conkeldurr, Primarina, Dragapult, Dusclops
Darmanitan-Galar, Indeedee-F, Excadrill, Tyranitar, Dragapult, Mimikyu
Incineroar, Togekiss, Dracozolt, Rillaboom, Excadrill, Bronzong
Milotic, Mimikyu, Conkeldurr, Ferrothorn, Dusclops, Tyranitar
Grimmsnarl, Arcanine, Gyarados, Excadrill, Milotic, Leafeon
Butterfree, Incineroar, Slurpuff, Passimian, Dracozolt, Indeedee
Milotic, Tyranitar, Rotom-Wash, Chandelure, Whimsicott, Incineroar
Primarina, Dusclops, Rotom-Heat, Indeedee-F, Sirfetch'd, Tyranitar
Mimikyu, Tyranitar, Dusclops, Primarina, Arcanine, Ferrothorn
Sableye, Lapras, Incineroar, Pelipper, Dracovish, Seaking
Umbreon, Falinks, Kommo-o, Sylveon, Mimikyu, Indeedee
Dusclops, Primarina, Mimikyu, Ferrothorn, Tyranitar, Incineroar
Braviary, Raichu, Tsareena, Arcanine, Togekiss, Rotom-Wash
Venusaur, Charizard, Torkoal, Conkeldurr, Persian-Alola, Gastrodon-East
Lapras, Dusclops, Conkeldurr, Alcremie, Excadrill, Incineroar
Tyranitar, Mimikyu, Clefairy, Gastrodon-East, Goodra, Chandelure
Lapras, Gardevoir, Aegislash, Decidueye, Cinderace, Stunfisk
Tyranitar, Mimikyu, Clefairy, Gastrodon-East, Goodra, Chandelure
Lapras, Gardevoir, Aegislash, Decidueye, Cinderace, Stunfisk
Toxtricity, Milotic, Togekiss, Arcanine, Hatterene, Dusclops
Togedemaru, Durant, Tyranitar, Arcanine, Dragapult, Grimmsnarl
Tyranitar, Mimikyu, Clefairy, Gastrodon-East, Goodra, Chandelure
Lapras, Gardevoir, Aegislash, Decidueye, Cinderace, Stunfisk
Jolteon, Togekiss, Ninetales, Venusaur, Hippowdon, Lapras
Togekiss, Tyranitar, Excadrill, Rotom-Wash, Tsareena, Arcanine
Snorlax, Aegislash, Mandibuzz, Togekiss, Dracovish, Togedemaru
Lapras, Raichu, Dusclops, Rhyperior, Hydreigon, Togekiss
Barraskewda, Sableye, Sylveon, Dragapult, Excadrill, Rotom-Mow
Sableye, Lapras, Incineroar, Pelipper, Dracovish, Seaking
Linoone, Snorlax, Oranguru, Braviary, Cinccino, Indeedee-F
Charizard, Torkoal, Whimsicott, Rhyperior
Charizard, Clefairy, Hitmontop, Excadrill, Whimsicott, Togekiss
Gyarados, Pikachu, Rotom-Wash, Toxtricity-Low-Key, Klinklang, Bewear
Gengar, Bisharp, Conkeldurr, Clefairy, Gyarados, Hydreigon
Bisharp, Primarina, Incineroar, Whimsicott, Dracozolt, Conkeldurr
Gothitelle, Lapras, Ferrothorn, Tyranitar, Incineroar, Togekiss
Dusclops, Conkeldurr, Lapras, Clefable, Corviknight, Incineroar
Dragapult, Whimsicott, Inteleon, Arcanine, Conkeldurr, Galvantula
Charizard, Diggersby, Venusaur, Torkoal, Dusclops
Dracovish, Whimsicott, Lucario, Arcanine, Grimmsnarl, Braviary
Whimsicott, Gyarados, Raichu, Grimmsnarl, Duraludon, Conkeldurr
Venusaur, Conkeldurr, Stunfisk, Charizard, Sableye, Togekiss
Malamar, Eldegoss, Milotic, Cloyster, Snorlax, Manectric
